Ticker:,Buy Date:,Seg:,1D inc:,1W inc:,1M inc:,1Y inc:,1W runup:,1M runup:
$CBRL,        09/17/2019,        D,        -1.46%,       -1.89%,       -7.78%,       -25.57%,       1.76%,       1.8%
$CMG,        09/17/2019,        D,        1.12%,       -0.15%,       0.4%,       53.3%,       4.79%,       1.05%
$CNC,        09/17/2019,        L,        0.99%,       0.5%,       3.58%,       31.5%,       -3.72%,       -5.12%
$KFY,        09/17/2019,        L,        -0.75%,       -0.7%,       -5.12%,       -24.53%,       4.03%,       -0.59%
$MSFT,        09/17/2019,        D,        0.82%,       -0.01%,       1.67%,       49.25%,       0.96%,       0.93%
$NVDA,        09/17/2019,        L,        -0.6%,       -4.72%,       7.3%,       176.46%,       -1.15%,       13.48%
$ULTA,        09/17/2019,        D,        -1.93%,       2.41%,       6.09%,       2.6%,       1.05%,       -27.38%
$ADBE,        09/16/2019,        D,        0.62%,       -1.94%,       -3.62%,       75.9%,       1.3%,       -1.57%
$COUP,        09/16/2019,        L,        2.19%,       6.12%,       3.91%,       86.83%,       -1.35%,       -2.33%
$DT,        09/16/2019,        D,        0.45%,       8.58%,       -13.92%,       102.25%,       -6.83%,       -10.5%
$DVA,        09/16/2019,        L,        -2.58%,       -6.21%,       -9.91%,       41.97%,       3.45%,       9.44%
$FIVN,        09/16/2019,        D,        3.55%,       5.63%,       1.85%,       120.53%,       -7.11%,       -13.9%
$LHX,        09/16/2019,        D,        0.12%,       -0.33%,       -3.37%,       -16.46%,       2.48%,       1.48%
$LMT,        09/16/2019,        D,        0.34%,       -1.27%,       -2.5%,       -0.03%,       3.27%,       4.15%
$MCD,        09/16/2019,        L,        1.18%,       2.0%,       0.43%,       7.22%,       -4.54%,       -5.07%
$RING,        09/16/2019,        D,        3.43%,       7.41%,       -1.23%,       63.24%,       -1.58%,       -3.99%
$RTN,        09/16/2019,        D,        --%,       --%,       --%,       --%,       --%,       --%
$SPLK,        09/16/2019,        D,        3.41%,       6.9%,       -1.07%,       61.43%,       4.88%,       -7.99%
$TWLO,        09/16/2019,        D,        1.51%,       2.06%,       -0.77%,       104.55%,       -1.1%,       -11.31%
$VLY,        09/16/2019,        L,        -1.08%,       -1.44%,       1.26%,       -35.31%,       3.73%,       7.85%
$WDAY,        09/16/2019,        D,        1.2%,       0.84%,       -7.25%,       20.02%,       1.15%,       -10.08%
$ZEN,        09/16/2019,        D,        2.98%,       3.72%,       -8.55%,       31.51%,       -1.53%,       -2.41%
$ALC,        09/13/2019,        L,        0.02%,       0.54%,       -4.07%,       -4.52%,       -0.65%,       0.95%
$ARWR,        09/13/2019,        D,        -1.7%,       -3.64%,       10.12%,       13.66%,       -4.95%,       0.57%
$MEDP,        09/13/2019,        D,        -1.41%,       -0.76%,       -8.88%,       38.68%,       3.21%,       11.55%
$NVS,        09/13/2019,        L,        -0.98%,       0.09%,       -1.22%,       3.49%,       -3.03%,       -2.27%
$RGNX,        09/13/2019,        D,        5.3%,       5.22%,       -8.25%,       -24.39%,       19.1%,       3.32%
$AAPL,        09/11/2019,        D,        -0.22%,       -0.37%,       5.64%,       103.03%,       6.88%,       11.53%
$BURL,        09/11/2019,        D,        0.33%,       0.84%,       1.61%,       4.49%,       -2.42%,       16.77%
$CMG,        09/11/2019,        D,        0.78%,       4.47%,       3.9%,       63.72%,       -4.66%,       -1.67%
$DG,        09/11/2019,        D,        0.7%,       0.44%,       4.0%,       26.35%,       -1.13%,       15.61%
$FB,        09/11/2019,        D,        -0.54%,       -0.19%,       -2.28%,       42.23%,       0.72%,       1.68%
$PINS,        09/11/2019,        F,        0.57%,       -0.34%,       -9.16%,       17.2%,       -9.26%,       -11.96%
$PPC,        09/11/2019,        L,        0.6%,       2.22%,       1.66%,       -44.61%,       -3.58%,       2.93%
$RIO,        09/11/2019,        L,        0.85%,       -0.36%,       -0.73%,       14.37%,       3.18%,       9.1%
$SBUX,        09/11/2019,        D,        1.19%,       -0.02%,       -5.08%,       -6.7%,       -5.34%,       -4.14%
$SHOP,        09/11/2019,        D,        2.62%,       -6.23%,       -5.25%,       168.82%,       -10.09%,       -5.24%
$SPLK,        09/11/2019,        D,        0.02%,       2.67%,       6.08%,       69.31%,       3.82%,       -11.8%
$SQ,        09/11/2019,        F,        -2.38%,       0.93%,       3.95%,       138.29%,       -3.22%,       -4.98%
$VMW,        09/11/2019,        D,        -0.25%,       -2.64%,       0.34%,       -9.46%,       6.19%,       -2.43%
$ANTM,        09/10/2019,        L,        -1.1%,       1.86%,       -6.08%,       5.87%,       -2.13%,       -12.09%
$COST,        09/10/2019,        D,        -2.12%,       -1.88%,       0.05%,       16.64%,       1.69%,       8.42%
$DG,        09/10/2019,        D,        -0.69%,       -0.17%,       2.18%,       25.69%,       0.94%,       15.87%
$DLTR,        09/10/2019,        D,        1.3%,       1.01%,       3.62%,       -16.48%,       7.79%,       22.02%
$HEI,        09/10/2019,        L,        -2.92%,       2.01%,       -2.04%,       -14.81%,       -10.22%,       -10.48%
$KW,        09/10/2019,        L,        2.96%,       2.18%,       -2.23%,       -33.12%,       4.97%,       1.76%
$MA,        09/10/2019,        D,        -0.87%,       1.44%,       0.55%,       24.72%,       -2.78%,       -0.95%
$MSI,        09/10/2019,        L,        0.54%,       2.68%,       3.39%,       -6.6%,       -7.93%,       -6.73%
$OKE,        09/10/2019,        L,        0.73%,       3.65%,       -6.19%,       -63.98%,       4.12%,       6.47%
$PAYS,        09/10/2019,        L,        4.4%,       12.3%,       2.9%,       -43.0%,       -23.37%,       -24.53%
$VMW,        09/10/2019,        I,        0.73%,       0.31%,       -1.07%,       -8.6%,       7.71%,       -2.66%
$AAPL,        09/09/2019,        D,        1.18%,       2.68%,       6.0%,       110.71%,       2.6%,       6.56%
$AIMT,        09/09/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$AYX,        09/09/2019,        I,        -3.76%,       -5.47%,       -9.51%,       -8.54%,       -15.42%,       -8.09%
$CRM,        09/09/2019,        D,        0.07%,       2.32%,       -1.67%,       61.34%,       -4.18%,       4.3%
$DLTR,        09/09/2019,        I,        0.95%,       0.61%,       3.76%,       -17.51%,       7.26%,       20.88%
$LULU,        09/09/2019,        D,        -0.58%,       -0.35%,       -1.15%,       79.95%,       5.26%,       6.33%
$MTN,        09/09/2019,        L,        1.98%,       0.3%,       -3.97%,       -6.76%,       -1.27%,       -2.45%
$OKTA,        09/09/2019,        D,        -1.87%,       -5.01%,       8.19%,       80.42%,       -13.63%,       -18.58%
$SBUX,        09/09/2019,        D,        -4.05%,       -5.03%,       -8.83%,       -9.29%,       -2.49%,       -2.22%
$T,        09/09/2019,        D,        2.15%,       1.41%,       0.71%,       -19.79%,       4.34%,       6.51%
$ZM,        09/09/2019,        I,        2.16%,       2.57%,       -7.36%,       346.13%,       -14.2%,       -16.51%
$AVGO,        09/06/2019,        D,        0.24%,       -0.54%,       -5.42%,       --%,       3.28%,       8.09%
$COST,        09/06/2019,        D,        -1.57%,       -3.9%,       -3.41%,       --%,       3.05%,       10.74%
$CPB,        09/06/2019,        F,        -0.87%,       2.89%,       4.49%,       --%,       -0.04%,       8.2%
$HD,        09/06/2019,        D,        0.75%,       1.23%,       -1.9%,       --%,       1.41%,       11.17%
$HOME,        09/06/2019,        I,        9.94%,       27.21%,       33.7%,       --%,       7.42%,       46.86%
$NEO,        09/06/2019,        L,        -7.62%,       -13.45%,       -17.99%,       --%,       -1.2%,       -5.08%
$RH,        09/06/2019,        D,        2.98%,       16.48%,       17.67%,       --%,       4.06%,       10.23%
$TGT,        09/06/2019,        D,        -1.73%,       -1.69%,       -1.73%,       --%,       2.63%,       32.33%
$WMT,        09/06/2019,        D,        1.39%,       2.35%,       2.18%,       --%,       0.41%,       6.04%
$ZS,        09/06/2019,        D,        -3.17%,       -25.87%,       -22.12%,       --%,       -6.82%,       -21.14%
$AAPL,        09/05/2019,        D,        -0.01%,       4.6%,       6.46%,       126.86%,       2.04%,       8.26%
$CRM,        09/05/2019,        D,        -1.76%,       0.64%,       -3.23%,       65.64%,       -1.39%,       7.68%
$CVNA,        09/05/2019,        I,        -1.18%,       -4.96%,       -21.84%,       121.01%,       2.61%,       41.54%
$GOLD,        09/05/2019,        D,        -2.88%,       -6.9%,       -4.24%,       57.88%,       -4.56%,       4.72%
$GWPH,        09/05/2019,        L,        2.14%,       4.32%,       -12.88%,       -26.68%,       -4.18%,       -10.43%
$HD,        09/05/2019,        D,        1.31%,       2.48%,       -0.62%,       18.19%,       0.37%,       9.27%
$MSFT,        09/05/2019,        D,        -0.68%,       -1.81%,       -2.09%,       52.98%,       1.4%,       3.98%
$NOW,        09/05/2019,        D,        -2.27%,       -4.75%,       -0.55%,       67.03%,       1.82%,       3.02%
$OKTA,        09/05/2019,        D,        -2.41%,       -14.39%,       -4.17%,       63.73%,       -2.3%,       -4.37%
$ROKU,        09/05/2019,        D,        1.76%,       -11.47%,       -36.35%,       -4.21%,       11.38%,       69.51%
$SHOP,        09/05/2019,        D,        -3.13%,       -9.19%,       -16.91%,       147.76%,       0.26%,       18.05%
$STWD,        09/05/2019,        L,        0.63%,       3.09%,       1.39%,       -33.94%,       1.28%,       2.82%
$TGT,        09/05/2019,        D,        1.21%,       0.37%,       -0.54%,       35.65%,       0.57%,       31.13%
$TMUS,        09/05/2019,        D,        1.7%,       2.39%,       0.84%,       46.85%,       -0.23%,       0.71%
$WMT,        09/05/2019,        D,        -0.62%,       1.28%,       1.55%,       23.73%,       1.19%,       7.62%
$YUM,        09/05/2019,        L,        0.89%,       -4.14%,       -3.78%,       -19.41%,       0.72%,       1.82%
$COLD,        08/27/2019,        L,        0.06%,       2.32%,       2.38%,       5.62%,       0.28%,       7.56%
$GSK,        08/27/2019,        L,        0.12%,       2.81%,       1.89%,       -2.54%,       2.48%,       -1.55%
$HCAT,        08/27/2019,        L,        -0.67%,       -2.61%,       -21.41%,       -23.22%,       -6.89%,       5.14%
$SBUX,        08/27/2019,        D,        1.02%,       0.71%,       -6.55%,       -14.24%,       0.48%,       -3.05%
$SPLK,        08/27/2019,        I,        -2.12%,       -4.2%,       5.84%,       91.86%,       -10.85%,       -19.73%
$AMD,        08/26/2019,        L,        -0.26%,       2.05%,       -2.44%,       185.17%,       -3.81%,       -10.99%
$CYBR,        08/26/2019,        L,        -2.38%,       -2.03%,       -11.6%,       -4.98%,       -0.81%,       -21.99%
$ELAN,        08/26/2019,        F,        -1.0%,       0.62%,       4.25%,       11.51%,       -13.18%,       -21.95%
$IDXX,        08/26/2019,        D,        2.76%,       3.23%,       -0.84%,       38.54%,       -0.86%,       -2.4%
$SBUX,        08/26/2019,        I,        -0.42%,       0.28%,       -6.37%,       -14.28%,       -0.17%,       -2.63%
$TSN,        08/26/2019,        F,        -1.61%,       2.02%,       -5.98%,       -30.51%,       4.54%,       12.92%
$VZ,        08/26/2019,        D,        0.83%,       2.35%,       6.28%,       4.78%,       -0.51%,       -0.65%
$XLNX,        08/26/2019,        L,        -1.54%,       -1.37%,       -4.52%,       1.57%,       -4.79%,       -15.72%
$ZTS,        08/26/2019,        D,        -0.76%,       0.67%,       -1.13%,       25.66%,       -0.43%,       9.63%
$ADBE,        08/22/2019,        D,        -1.82%,       -0.37%,       -3.56%,       64.49%,       1.76%,       -6.56%
$COUP,        08/22/2019,        D,        -0.9%,       0.27%,       1.3%,       112.79%,       5.76%,       0.3%
$CRM,        08/22/2019,        I,        2.25%,       5.19%,       4.32%,       40.0%,       4.3%,       -5.13%
$CYBR,        08/22/2019,        L,        -1.69%,       -3.45%,       -10.51%,       -8.96%,       4.54%,       -16.51%
$GIS,        08/22/2019,        L,        -1.92%,       -2.43%,       -1.43%,       17.08%,       0.64%,       4.37%
$NEE,        08/22/2019,        L,        0.13%,       -0.23%,       1.65%,       27.43%,       2.06%,       6.91%
$OKTA,        08/22/2019,        D,        -1.05%,       -5.0%,       -21.48%,       55.67%,       5.11%,       -1.3%
$PFPT,        08/22/2019,        L,        -0.97%,       -2.8%,       9.96%,       -5.14%,       1.1%,       -7.24%
$PLAN,        08/22/2019,        D,        -2.21%,       -6.58%,       -11.77%,       -16.22%,       5.15%,       2.39%
$SMAR,        08/22/2019,        D,        -2.78%,       -2.88%,       -21.81%,       -6.7%,       11.72%,       -0.94%
$SYMC,        08/22/2019,        L,        --%,       --%,       --%,       --%,       --%,       --%
$TLND,        08/22/2019,        I,        3.19%,       5.1%,       -4.05%,       -0.28%,       0.33%,       14.5%
$VEEV,        08/22/2019,        D,        -0.87%,       5.7%,       -4.28%,       67.34%,       0.58%,       -3.75%
$VMW,        08/22/2019,        D,        -9.94%,       -8.38%,       2.63%,       -6.28%,       4.07%,       -17.13%
$WDAY,        08/22/2019,        D,        -0.64%,       -2.96%,       -9.78%,       -0.37%,       3.97%,       -8.77%
$ZS,        08/22/2019,        D,        -1.74%,       -2.8%,       -30.63%,       86.41%,       -8.39%,       -13.64%
$ABBV,        08/21/2019,        L,        -0.03%,       -2.18%,       7.18%,       40.95%,       6.36%,       -0.68%
$ABM,        08/21/2019,        L,        -0.57%,       -5.43%,       -7.03%,       -3.93%,       0.73%,       -5.77%
$APPN,        08/21/2019,        D,        2.17%,       -1.0%,       -17.49%,       -8.96%,       4.21%,       62.29%
$AYX,        08/21/2019,        D,        -0.25%,       -0.51%,       -17.31%,       -20.24%,       8.13%,       21.12%
$EQIX,        08/21/2019,        I,        0.42%,       0.26%,       2.6%,       42.17%,       2.26%,       9.02%
$FIVN,        08/21/2019,        D,        -0.13%,       -1.58%,       -8.4%,       100.8%,       4.85%,       32.43%
$HD,        08/21/2019,        D,        0.28%,       0.7%,       1.94%,       27.35%,       9.33%,       4.32%
$HUBS,        08/21/2019,        D,        1.79%,       -0.72%,       -19.64%,       43.93%,       7.78%,       9.61%
$LOW,        08/21/2019,        D,        0.15%,       0.17%,       2.74%,       46.83%,       15.4%,       5.31%
